,show_number,air_date,round,category_title,value,data_q,data_a,classes,combined,filtered_sentence
224,3673,7/19/2000,Double Jeopardy!,INTERNATIONAL SPORTSMEN,$800 ,"The Times of London estimates this chess player is taking home $20 mil. a year; that's some check, mate!",Garry Kasparov,people,"INTERNATIONAL SPORTSMEN The Times of London estimates this chess player is taking home $20 mil. a year; that's some check, mate! Garry Kasparov","international sportsmen times london estimates chess player taking home $20 mil. year; check, mate! garry kasparov"
225,3673,7/19/2000,Double Jeopardy!,DRAMA QUEENS,"$1,500 ",In 1935 & '36 Helen Hayes reigned for 517 Broadway performances as this queen who reigned for 63 years,Victoria,people,DRAMA QUEENS In 1935 & '36 Helen Hayes reigned for 517 Broadway performances as this queen who reigned for 63 years Victoria,drama queens 1935 & '36 helen hayes reigned 517 broadway performances queen reigned 63 years victoria
226,3673,7/19/2000,Double Jeopardy!,ANGELS,$800 ,"Group whose feast day is October 2, or a group founded in 1979 by Curtis Sliwa",Guardian Angels,history,"ANGELS Group whose feast day is October 2, or a group founded in 1979 by Curtis Sliwa Guardian Angels","angels group whose feast day october 2, group founded 1979 curtis sliwa guardian angels"
227,3673,7/19/2000,Double Jeopardy!,IN EXILE,$800 ,David Ben-Gurion went to the U.S. in 1915 when this empire exiled Zionists from Palestine,Ottoman Empire,geography,IN EXILE David Ben-Gurion went to the U.S. in 1915 when this empire exiled Zionists from Palestine Ottoman Empire,exile david ben-gurion went u.s. 1915 empire exiled zionists palestine ottoman empire
228,3673,7/19/2000,Double Jeopardy!,"""THE """"I""""s HAVE IT""",$800 ,"""From the Latin for """"to overhang"""""," it means """"likely to happen at any moment""""""",Imminent,language,language
229,3673,7/19/2000,Double Jeopardy!,ALASKA,"$1,000 ",The mainland peninsula closest to Russia is named for this man,William Seward,people,ALASKA The mainland peninsula closest to Russia is named for this man William Seward,alaska mainland peninsula closest russia named man william seward
230,3673,7/19/2000,Double Jeopardy!,INTERNATIONAL SPORTSMEN,"$1,000 ",New Zealand-born Jonah Lamu is tops on the pitch of this sport,Rugby,sports,INTERNATIONAL SPORTSMEN New Zealand-born Jonah Lamu is tops on the pitch of this sport Rugby,international sportsmen new zealand-born jonah lamu tops pitch sport rugby
231,3673,7/19/2000,Double Jeopardy!,DRAMA QUEENS,"$1,000 ","""The queen in Marlowe's """"Edward II"""" is named this"," like a famous queen of Spain""",Isabella,people,people
232,3673,7/19/2000,Double Jeopardy!,ANGELS,"$1,000 ","""With an appropriate-sounding name, John Dye plays the angel of this on """"Touched By An Angel""""""",Angel of Death,entertainment,"""ANGELS With an appropriate-sounding name, John Dye plays the angel of this on """"Touched By An Angel"""" Angel of Death""","""angels appropriate-sounding name, john dye plays angel """"touched angel"""" angel death"""
233,3673,7/19/2000,Double Jeopardy!,IN EXILE,"$1,000 ",Moshoeshoe II was exiled twice before regaining this southern African country's throne in 1995,Lesotho,people,IN EXILE Moshoeshoe II was exiled twice before regaining this southern African country's throne in 1995 Lesotho,exile moshoeshoe ii exiled twice regaining southern african country's throne 1995 lesotho
234,3673,7/19/2000,Double Jeopardy!,"""THE """"I""""s HAVE IT""","$1,000 ","Some scientists believe that the universe is undergoing expansion called this, also an economic term",Inflation,language,"""THE """"I""""s HAVE IT Some scientists believe that the universe is undergoing expansion called this","""the """"i""""s scientists believe universe undergoing expansion called"
235,3673,7/19/2000,Final Jeopardy!,THE MAP OF EUROPE,None,"Bordering Italy, Austria, Hungary & Croatia, it's one of the world's newest independent countries",Slovenia,geography,"THE MAP OF EUROPE Bordering Italy, Austria, Hungary & Croatia, it's one of the world's newest independent countries Slovenia","map europe bordering italy, austria, hungary & croatia, one world's newest independent countries slovenia"
236,4931,2/6/2006,Jeopardy!,THE CIVIL WAR,$200 ,"His first act after being sworn in as president of the Confederacy was to send a peace commission to Washington, D.C.",Jefferson Davis,people,"THE CIVIL WAR His first act after being sworn in as president of the Confederacy was to send a peace commission to Washington, D.C. Jefferson Davis","civil war first act sworn president confederacy send peace commission washington, d.c. jefferson davis"
237,4931,2/6/2006,Jeopardy!,CELEBS,$200 ,"On Sept. 14, 2005 she gave birth to Sean Preston Federline",Britney Spears,people,"CELEBS On Sept. 14, 2005 she gave birth to Sean Preston Federline Britney Spears","celebs sept. 14, 2005 gave birth sean preston federline britney spears"
238,4931,2/6/2006,Jeopardy!,WHAT'S IN A NAME?,$200 ,"""Yeah, baby! Meaning """"magnificent"""""," this Texas-sounding name comes with certain """"Powers""""""",Austin,geography,geography
239,4931,2/6/2006,Jeopardy!,EMOTICONS,$200 ,;-) Ocular act that sends a signal,winking,language,EMOTICONS ;-) Ocular act that sends a signal winking,emoticons ;-) ocular act sends signal winking
240,4931,2/6/2006,Jeopardy!,FLAG 'EM DOWN,$200 ,The Alamo is located in this city & is depicted on its flag,San Antonio,geography,FLAG 'EM DOWN The Alamo is located in this city & is depicted on its flag San Antonio,flag 'em alamo located city & depicted flag san antonio
241,4931,2/6/2006,Jeopardy!,"""""""TEEN"""" SCENE""",$200 ,"""Numerically speaking, read up on """"Fun Stuff"""""," """"Fashion"""""," """"Health"""" & """"Stars"""" at this magazine.com""",seventeen.com,seventeen.com
242,4931,2/6/2006,Jeopardy!,THE CIVIL WAR,$400 ,"Tired of eating mule jerky, Vicksburg fell in July 1863 after a 6-week one of these military tactics",a siege,history,"THE CIVIL WAR Tired of eating mule jerky, Vicksburg fell in July 1863 after a 6-week one of these military tactics a siege","civil war tired eating mule jerky, vicksburg fell july 1863 6-week one military tactics siege"
243,4931,2/6/2006,Jeopardy!,CELEBS,$400 ,"""The TV show """"Everybody Hates Chris"""" is based on the childhood of this comic""",Chris Rock,people,"""CELEBS The TV show """"Everybody Hates Chris"""" is based on the childhood of this comic Chris Rock""","""celebs tv show """"everybody hates chris"""" based childhood comic chris rock"""
244,4931,2/6/2006,Jeopardy!,WHAT'S IN A NAME?,$400 ,This name shared by great & terrible rulers is a Russian variation of John,Ivan,people,WHAT'S IN A NAME? This name shared by great & terrible rulers is a Russian variation of John Ivan,name? name shared great & terrible rulers russian variation john ivan
245,4931,2/6/2006,Jeopardy!,EMOTICONS,$400 ,""":-$ It's where this emoticon tells you to """"put your money""""""",where your mouth is,language,"""EMOTICONS :-$ It's where this emoticon tells you to """"put your money"""" where your mouth is""","""emoticons :-$ emoticon tells """"put money"""" mouth is"""
246,4931,2/6/2006,Jeopardy!,FLAG 'EM DOWN,$400 ,This descriptive nickname of the U.S. flag was coined by Francis Scott Key,the Star-Spangled Banner,history,FLAG 'EM DOWN This descriptive nickname of the U.S. flag was coined by Francis Scott Key the Star-Spangled Banner,flag 'em descriptive nickname u.s. flag coined francis scott key star-spangled banner
247,4931,2/6/2006,Jeopardy!,"""""""TEEN"""" SCENE""",$400 ,"If you're triskaidekaphobic, you're afraid of this number, & not just on a Friday",thirteen,language,"""""""TEEN"""" SCENE If you're triskaidekaphobic","""""""teen"""" scene triskaidekaphobic"
248,4931,2/6/2006,Jeopardy!,THE CIVIL WAR,$600 ,Robert E. Lee saved this capital from capture with his June 1862 attack on McClellan's forces,Richmond,geography,THE CIVIL WAR Robert E. Lee saved this capital from capture with his June 1862 attack on McClellan's forces Richmond,civil war robert e. lee saved capital capture june 1862 attack mcclellan's forces richmond
249,4931,2/6/2006,Jeopardy!,CELEBS,$600 ,He auditioned for & won the part of Ron Weasley with a rap that he wrote,Rupert Grint,people,CELEBS He auditioned for & won the part of Ron Weasley with a rap that he wrote Rupert Grint,celebs auditioned & won part ron weasley rap wrote rupert grint
250,4931,2/6/2006,Jeopardy!,WHAT'S IN A NAME?,$600 ,"""This feminine form of Rex is from the Latin for """"queen""""""",Regina,language,"""WHAT'S IN A NAME? This feminine form of Rex is from the Latin for """"queen"""" Regina""","""what's name? feminine form rex latin """"queen"""" regina"""
251,4931,2/6/2006,Jeopardy!,EMOTICONS,$600 ,:-* Gene Simmons might accept one of these from any pretty woman,a kiss,language,EMOTICONS :-* Gene Simmons might accept one of these from any pretty woman a kiss,emoticons :-* gene simmons might accept one pretty woman kiss
252,4931,2/6/2006,Jeopardy!,FLAG 'EM DOWN,$600 ,"The 2 colors found on all 3 national flags of the U.S., Mexico & Canada",red & white,history,"FLAG 'EM DOWN The 2 colors found on all 3 national flags of the U.S., Mexico & Canada red & white","flag 'em 2 colors found 3 national flags u.s., mexico & canada red & white"
253,4931,2/6/2006,Jeopardy!,"""""""TEEN"""" SCENE""",$600 ,"A holder for liquid, or a military base's general store",a canteen,language,"""""""TEEN"""" SCENE A holder for liquid","""""""teen"""" scene holder liquid"
254,4931,2/6/2006,Jeopardy!,THE CIVIL WAR,$800 ,In Feb. 2005 a reenactment was staged for this 140th anniversary of this fort's reoccupation by Union troops,Fort Sumter,history,THE CIVIL WAR In Feb. 2005 a reenactment was staged for this 140th anniversary of this fort's reoccupation by Union troops Fort Sumter,civil war feb. 2005 reenactment staged 140th anniversary fort's reoccupation union troops fort sumter
255,4931,2/6/2006,Jeopardy!,CELEBS,$800 ,"""Her 18th birthday party was """"A Cinderella Story"""" with 300 guests & red velvet cake""",Hilary Duff,people,"""CELEBS Her 18th birthday party was """"A Cinderella Story"""" with 300 guests & red velvet cake Hilary Duff""","""celebs 18th birthday party """"a cinderella story"""" 300 guests & red velvet cake hilary duff"""
256,4931,2/6/2006,Jeopardy!,WHAT'S IN A NAME?,"$1,200 ",This Welsh form of Margaret was among the USA's top 10 girls' names of the 1990s,Megan,language,WHAT'S IN A NAME? This Welsh form of Margaret was among the USA's top 10 girls' names of the 1990s Megan,name? welsh form margaret among usa's top 10 girls' names 1990s megan
257,4931,2/6/2006,Jeopardy!,EMOTICONS,$800 ,#ERROR!,Uncle Sam,history,EMOTICONS #ERROR! Uncle Sam,emoticons #error! uncle sam
258,4931,2/6/2006,Jeopardy!,FLAG 'EM DOWN,$800 ,"""The <a href=""""http://www.j-archive.com/media/2006-02-06_J_29.jpg"""" target=""""_blank"""">flag</a> of this U.S. possession is almost the same as the flag of Cuba""",Puerto Rico,geography,"""FLAG 'EM DOWN The <a href=""""http://www.j-archive.com/media/2006-02-06_J_29.jpg"""" target=""""_blank"""">flag</a> of this U.S. possession is almost the same as the flag of Cuba Puerto Rico""","""flag 'em <a href=""""http://www.j-archive.com/media/2006-02-06_j_29.jpg"""" target=""""_blank"""">flag</a> u.s. possession almost flag cuba puerto rico"""
259,4931,2/6/2006,Jeopardy!,"""""""TEEN"""" SCENE""",$800 ,"""Golfing """"hole"""" with a bar (where you can't go)"," or the amendment granting women's suffrage""",19th,language,language
260,4931,2/6/2006,Jeopardy!,THE CIVIL WAR,"$1,000 ","""On Sept. 2, 1864 this general sent a wire saying, """"Atlanta is ours"," and fairly won""""""",Sherman,people,people
261,4931,2/6/2006,Jeopardy!,CELEBS,"$1,000 ","""""""You Stand Watching"""" this """"Shine On"""" singer""",Ryan Cabrera,people,"""CELEBS """"You Stand Watching"""" this """"Shine On"""" singer Ryan Cabrera""","""celebs """"you stand watching"""" """"shine on"""" singer ryan cabrera"""
262,4931,2/6/2006,Jeopardy!,WHAT'S IN A NAME?,"$1,000 ","""Previously attached to Theo- & Isa-, it became popular by itself after appearing in """"David Copperfield""""""",Dora,culture,"""WHAT'S IN A NAME? Previously attached to Theo- & Isa-, it became popular by itself after appearing in """"David Copperfield"""" Dora""","""what's name? previously attached theo- & isa-, became popular appearing """"david copperfield"""" dora"""
263,4931,2/6/2006,Jeopardy!,EMOTICONS,"$1,000 ",:-b.. Doing this means either you're hungry or you're a pig,drooling,language,EMOTICONS :-b.. Doing this means either you're hungry or you're a pig drooling,emoticons :-b.. means either hungry pig drooling
264,4931,2/6/2006,Jeopardy!,FLAG 'EM DOWN,"$1,000 ",The first 50-star U.S. flag was officially raised on July 4 of this year,1960,history,FLAG 'EM DOWN The first 50-star U.S. flag was officially raised on July 4 of this year 1960,flag 'em first 50-star u.s. flag officially raised july 4 year 1960
265,4931,2/6/2006,Jeopardy!,"""""""TEEN"""" SCENE""","$1,000 ","""Number of lines in Shakespeare's poem that starts """"Shall I compare thee to a summer's day?""""""",14,literature,"""""""TEEN"""" SCENE Number of lines in Shakespeare's poem that starts """"Shall I compare thee to a summer's day?"""" 14""","""""""teen"""" scene number lines shakespeare's poem starts """"shall compare thee summer's day?"""" 14"""
266,4931,2/6/2006,Double Jeopardy!,NOT A CURRENT NATIONAL CAPITAL,$400 ,"Ljubljana, Bratislava, Barcelona",Barcelona,geography,"NOT A CURRENT NATIONAL CAPITAL Ljubljana, Bratislava, Barcelona Barcelona","current national capital ljubljana, bratislava, barcelona barcelona"
267,4931,2/6/2006,Double Jeopardy!,U.S. WINTER OLYMPIANS,$400 ,"Mike Eruzione of Winthrop, Mass. was captain of the miraculous 1980 Olympic team in this sport",hockey,sports,"U.S. WINTER OLYMPIANS Mike Eruzione of Winthrop, Mass. was captain of the miraculous 1980 Olympic team in this sport hockey","u.s. winter olympians mike eruzione winthrop, mass. captain miraculous 1980 olympic team sport hockey"
268,4931,2/6/2006,Double Jeopardy!,SCIENCE,$400 ,"At sea level at 70 degrees this travels 1,129 feet per second; it speeds up over 1 foot per sec. for each rising degree",sound,science,"SCIENCE At sea level at 70 degrees this travels 1,129 feet per second; it speeds up over 1 foot per sec. for each rising degree sound","science sea level 70 degrees travels 1,129 feet per second; speeds 1 foot per sec. rising degree sound"
269,4931,2/6/2006,Double Jeopardy!,WORDS OF THE WRITER,$400 ,"""""""I beheld the wretch--the miserable monster whom I had created""""""",Mary Shelley,literature,"""WORDS OF THE WRITER """"I beheld the wretch--the miserable monster whom I had created"""" Mary Shelley""","""words writer """"i beheld wretch--the miserable monster created"""" mary shelley"""
